timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1621211995486,2008,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,2,2,https://new-frida-backend-frida-development.azurewebsites.net/graphql,2008,0,1010
1621211996984,720,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,2,2,https://new-frida-backend-frida-development.azurewebsites.net/graphql,719,0,487
1621211997704,375,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,2,2,https://new-frida-backend-frida-development.azurewebsites.net/graphql,375,0,0
1621211998079,238,obtener lista de productos,200,OK,Brein 1-19,text,true,,4590,2433,2,2,https://new-frida-backend-frida-development.azurewebsites.net/graphql,237,0,0
1621211997496,868,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,2,2,https://new-frida-backend-frida-development.azurewebsites.net/graphql,868,0,0
1621211998364,221,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,3,3,https://new-frida-backend-frida-development.azurewebsites.net/graphql,221,0,0
1621211998318,744,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,3,3,https://new-frida-backend-frida-development.azurewebsites.net/graphql,744,0,510
1621211998484,732,Obtener terminales del cliente,200,OK,Brein 1-18,text,true,,1028,1349,3,3,https://new-frida-backend-frida-development.azurewebsites.net/graphql,732,0,501
1621211999062,271,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,3,3,https://new-frida-backend-frida-development.azurewebsites.net/graphql,271,0,0
1621211998586,752,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,3,3,https://new-frida-backend-frida-development.azurewebsites.net/graphql,752,0,523
1621211999217,233,obtener carrito del cliente,200,OK,Brein 1-18,text,true,,699,1718,3,3,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621211999334,231,obtener lista de productos,200,OK,Brein 1-19,text,true,,4590,2433,3,3,https://new-frida-backend-frida-development.azurewebsites.net/graphql,231,0,0
1621211999338,244,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,3,3,https://new-frida-backend-frida-development.azurewebsites.net/graphql,244,0,0
1621211999450,225,obtener lista de productos,200,OK,Brein 1-18,text,true,,4590,2433,3,3,https://new-frida-backend-frida-development.azurewebsites.net/graphql,225,0,0
1621211999582,226,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,3,3,https://new-frida-backend-frida-development.azurewebsites.net/graphql,226,0,0
1621211999567,716,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,716,0,478
1621211999675,718,Obtener terminales del cliente,200,OK,Brein 1-18,text,true,,1028,1349,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,718,0,495
1621212000284,237,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,237,0,0
1621211999808,758,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,758,0,525
1621212000393,239,obtener carrito del cliente,200,OK,Brein 1-18,text,true,,699,1718,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,239,0,0
1621211999983,736,Obtener terminales del cliente,200,OK,Brein 1-17,text,true,,1028,1349,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,736,0,511
1621212000521,214,obtener lista de productos,200,OK,Brein 1-19,text,true,,4590,2433,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,214,0,0
1621212000567,238,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,238,0,0
1621212000632,224,obtener lista de productos,200,OK,Brein 1-18,text,true,,4590,2433,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,224,0,0
1621212000719,233,obtener carrito del cliente,200,OK,Brein 1-17,text,true,,699,1718,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621212000805,216,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,216,0,0
1621212000953,219,obtener lista de productos,200,OK,Brein 1-17,text,true,,4590,2433,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,218,0,0
1621212000736,728,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,4,4,https://new-frida-backend-frida-development.azurewebsites.net/graphql,728,0,495
1621212000857,703,Obtener terminales del cliente,200,OK,Brein 1-18,text,true,,1028,1349,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,703,0,492
1621212001464,236,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,236,0,0
1621212001561,244,obtener carrito del cliente,200,OK,Brein 1-18,text,true,,699,1718,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,244,0,0
1621212001172,735,Obtener terminales del cliente,200,OK,Brein 1-17,text,true,,1028,1349,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,735,0,504
1621212001021,896,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,896,0,625
1621212001805,235,obtener lista de productos,200,OK,Brein 1-18,text,true,,4590,2433,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,235,0,0
1621212001908,241,obtener carrito del cliente,200,OK,Brein 1-17,text,true,,699,1718,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,241,0,0
1621212001917,293,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,293,0,0
1621212002149,225,obtener lista de productos,200,OK,Brein 1-17,text,true,,4590,2433,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,225,0,0
1621212002211,270,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,270,0,0
1621212001700,817,obtener lista de productos,200,OK,Brein 1-19,text,true,,4590,2433,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,817,0,0
1621212002040,765,Obtener terminales del cliente,200,OK,Brein 1-18,text,true,,1028,1349,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,765,0,526
1621212001483,1324,Obtener terminales del cliente,200,OK,Brein 1-16,text,true,,1028,1349,5,5,https://new-frida-backend-frida-development.azurewebsites.net/graphql,1324,0,496
1621212002808,257,obtener carrito del cliente,200,OK,Brein 1-16,text,true,,699,1718,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,257,0,0
1621212002806,268,obtener carrito del cliente,200,OK,Brein 1-18,text,true,,699,1718,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,268,0,0
1621212002374,754,Obtener terminales del cliente,200,OK,Brein 1-17,text,true,,1028,1349,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,754,0,521
1621212002481,721,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,721,0,499
1621212002518,748,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,747,0,515
1621212003066,236,obtener lista de productos,200,OK,Brein 1-16,text,true,,4590,2433,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,236,0,0
1621212003075,233,obtener lista de productos,200,OK,Brein 1-18,text,true,,4590,2433,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621212003129,255,obtener carrito del cliente,200,OK,Brein 1-17,text,true,,699,1718,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,255,0,0
1621212003203,236,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,236,0,0
1621212003267,261,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,261,0,0
1621212003385,237,obtener lista de productos,200,OK,Brein 1-17,text,true,,4590,2433,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,237,0,0
1621212003439,217,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,217,0,0
1621212002983,738,Obtener terminales del cliente,200,OK,Brein 1-15,text,true,,1028,1349,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,738,0,510
1621212003528,237,obtener lista de productos,200,OK,Brein 1-19,text,true,,4590,2433,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,237,0,0
1621212003723,274,obtener carrito del cliente,200,OK,Brein 1-15,text,true,,699,1718,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,274,0,0
1621212003303,745,Obtener terminales del cliente,200,OK,Brein 1-16,text,true,,1028,1349,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,745,0,507
1621212003309,739,Obtener terminales del cliente,200,OK,Brein 1-18,text,true,,1028,1349,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,739,0,501
1621212003997,232,obtener lista de productos,200,OK,Brein 1-15,text,true,,4590,2433,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,232,0,0
1621212004048,257,obtener carrito del cliente,200,OK,Brein 1-16,text,true,,699,1718,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,257,0,0
1621212004048,262,obtener carrito del cliente,200,OK,Brein 1-18,text,true,,699,1718,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,262,0,0
1621212003622,735,Obtener terminales del cliente,200,OK,Brein 1-17,text,true,,1028,1349,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,735,0,498
1621212003656,714,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,6,6,https://new-frida-backend-frida-development.azurewebsites.net/graphql,714,0,490
1621212003766,733,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,733,0,506
1621212004311,223,obtener lista de productos,200,OK,Brein 1-18,text,true,,4590,2433,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,223,0,0
1621212004306,234,obtener lista de productos,200,OK,Brein 1-16,text,true,,4590,2433,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621212004358,254,obtener carrito del cliente,200,OK,Brein 1-17,text,true,,699,1718,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,254,0,0
1621212004370,242,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,242,0,0
1621212004500,241,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,241,0,0
1621212004612,235,obtener lista de productos,200,OK,Brein 1-17,text,true,,4590,2433,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,234,0,0
1621212004612,235,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,235,0,0
1621212004230,705,Obtener terminales del cliente,200,OK,Brein 1-15,text,true,,1028,1349,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,705,0,491
1621212004741,212,obtener lista de productos,200,OK,Brein 1-19,text,true,,4590,2433,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,211,0,0
1621212004936,240,obtener carrito del cliente,200,OK,Brein 1-15,text,true,,699,1718,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,240,0,0
1621212004485,722,Obtener terminales del cliente,200,OK,Brein 1-14,text,true,,1028,1349,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,722,0,496
1621212004535,727,Obtener terminales del cliente,200,OK,Brein 1-18,text,true,,1028,1349,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,727,0,511
1621212004540,740,Obtener terminales del cliente,200,OK,Brein 1-16,text,true,,1028,1349,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,740,0,506
1621212005176,222,obtener lista de productos,200,OK,Brein 1-15,text,true,,4590,2433,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,222,0,0
1621212005207,248,obtener carrito del cliente,200,OK,Brein 1-14,text,true,,699,1718,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,248,0,0
1621212005262,234,obtener carrito del cliente,200,OK,Brein 1-18,text,true,,699,1718,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,234,0,0
1621212005280,252,obtener carrito del cliente,200,OK,Brein 1-16,text,true,,699,1718,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,252,0,0
1621212004847,726,Obtener terminales del cliente,200,OK,Brein 1-17,text,true,,1028,1349,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,725,0,496
1621212004848,725,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,725,0,495
1621212004953,716,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,716,0,495
1621212005455,223,obtener lista de productos,200,OK,Brein 1-14,text,true,,4590,2433,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,222,0,0
1621212005497,223,obtener lista de productos,200,OK,Brein 1-18,text,true,,4590,2433,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,222,0,0
1621212005532,224,obtener lista de productos,200,OK,Brein 1-16,text,true,,4590,2433,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,223,0,0
1621212005573,238,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,238,0,0
1621212005573,256,obtener carrito del cliente,200,OK,Brein 1-17,text,true,,699,1718,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,256,0,0
1621212005669,254,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,7,7,https://new-frida-backend-frida-development.azurewebsites.net/graphql,254,0,0
1621212005812,227,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,227,0,0
1621212005829,219,obtener lista de productos,200,OK,Brein 1-17,text,true,,4590,2433,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,219,0,0
1621212005398,716,Obtener terminales del cliente,200,OK,Brein 1-15,text,true,,1028,1349,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,716,0,494
1621212005924,233,obtener lista de productos,200,OK,Brein 1-19,text,true,,4590,2433,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621212006114,257,obtener carrito del cliente,200,OK,Brein 1-15,text,true,,699,1718,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,257,0,0
1621212005720,747,Obtener terminales del cliente,200,OK,Brein 1-18,text,true,,1028,1349,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,747,0,507
1621212005756,732,Obtener terminales del cliente,200,OK,Brein 1-16,text,true,,1028,1349,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,732,0,513
1621212005678,889,Obtener terminales del cliente,200,OK,Brein 1-14,text,true,,1028,1349,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,889,0,625
1621212006372,221,obtener lista de productos,200,OK,Brein 1-15,text,true,,4590,2433,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,221,0,0
1621212005984,710,Obtener terminales del cliente,200,OK,Brein 1-13,text,true,,1028,1349,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,710,0,491
1621212006467,244,obtener carrito del cliente,200,OK,Brein 1-18,text,true,,699,1718,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,244,0,0
1621212006040,709,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,709,0,490
1621212006489,263,obtener carrito del cliente,200,OK,Brein 1-16,text,true,,699,1718,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,263,0,0
1621212006568,277,obtener carrito del cliente,200,OK,Brein 1-14,text,true,,699,1718,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,277,0,0
1621212006712,226,obtener lista de productos,200,OK,Brein 1-18,text,true,,4590,2433,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,226,0,0
1621212006048,900,Obtener terminales del cliente,200,OK,Brein 1-17,text,true,,1028,1349,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,900,0,636
1621212006694,265,obtener carrito del cliente,200,OK,Brein 1-13,text,true,,699,1718,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,265,0,0
1621212006752,228,obtener lista de productos,200,OK,Brein 1-16,text,true,,4590,2433,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,228,0,0
1621212006749,238,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,238,0,0
1621212006158,940,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,940,0,652
1621212006845,261,obtener lista de productos,200,OK,Brein 1-14,text,true,,4590,2433,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,260,0,0
1621212006959,233,obtener lista de productos,200,OK,Brein 1-13,text,true,,4590,2433,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621212006988,214,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,213,0,0
1621212006949,280,obtener carrito del cliente,200,OK,Brein 1-17,text,true,,699,1718,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,280,0,0
1621212006594,718,Obtener terminales del cliente,200,OK,Brein 1-15,text,true,,1028,1349,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,718,0,493
1621212007098,324,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,8,8,https://new-frida-backend-frida-development.azurewebsites.net/graphql,324,0,0
1621212007230,280,obtener lista de productos,200,OK,Brein 1-17,text,true,,4590,2433,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,280,0,0
1621212007312,261,obtener carrito del cliente,200,OK,Brein 1-15,text,true,,699,1718,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,261,0,0
1621212006938,725,Obtener terminales del cliente,200,OK,Brein 1-18,text,true,,1028,1349,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,725,0,503
1621212007422,275,obtener lista de productos,200,OK,Brein 1-19,text,true,,4590,2433,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,275,0,0
1621212006981,741,Obtener terminales del cliente,200,OK,Brein 1-16,text,true,,1028,1349,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,741,0,505
1621212007573,229,obtener lista de productos,200,OK,Brein 1-15,text,true,,4590,2433,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,229,0,0
1621212007106,709,Obtener terminales del cliente,200,OK,Brein 1-14,text,true,,1028,1349,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,709,0,494
1621212007663,239,obtener carrito del cliente,200,OK,Brein 1-18,text,true,,699,1718,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,239,0,0
1621212007192,722,Obtener terminales del cliente,200,OK,Brein 1-13,text,true,,1028,1349,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,722,0,486
1621212007202,732,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,732,0,508
1621212007723,249,obtener carrito del cliente,200,OK,Brein 1-16,text,true,,699,1718,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,249,0,0
1621212007816,234,obtener carrito del cliente,200,OK,Brein 1-14,text,true,,699,1718,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621212007902,218,obtener lista de productos,200,OK,Brein 1-18,text,true,,4590,2433,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,217,0,0
1621212007914,238,obtener carrito del cliente,200,OK,Brein 1-13,text,true,,699,1718,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,238,0,0
1621212007934,269,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,269,0,0
1621212007973,230,obtener lista de productos,200,OK,Brein 1-16,text,true,,4590,2433,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,230,0,0
1621212007485,727,Obtener terminales del cliente,200,OK,Brein 1-12,text,true,,1028,1349,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,727,0,492
1621212007511,739,Obtener terminales del cliente,200,OK,Brein 1-17,text,true,,1028,1349,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,739,0,510
1621212008050,224,obtener lista de productos,200,OK,Brein 1-14,text,true,,4590,2433,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,224,0,0
1621212008151,225,obtener lista de productos,200,OK,Brein 1-13,text,true,,4590,2433,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,225,0,0
1621212007698,739,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,739,0,508
1621212008202,242,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,242,0,0
1621212008211,256,obtener carrito del cliente,200,OK,Brein 1-12,text,true,,699,1718,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,256,0,0
1621212008249,262,obtener carrito del cliente,200,OK,Brein 1-17,text,true,,699,1718,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,262,0,0
1621212007802,758,Obtener terminales del cliente,200,OK,Brein 1-15,text,true,,1028,1349,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,758,0,531
1621212008467,246,obtener lista de productos,200,OK,Brein 1-12,text,true,,4590,2433,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,246,0,0
1621212008437,300,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,300,0,0
1621212008511,238,obtener lista de productos,200,OK,Brein 1-17,text,true,,4590,2433,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,238,0,0
1621212008560,251,obtener carrito del cliente,200,OK,Brein 1-15,text,true,,699,1718,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,251,0,0
1621212008120,757,Obtener terminales del cliente,200,OK,Brein 1-18,text,true,,1028,1349,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,757,0,532
1621212008738,238,obtener lista de productos,200,OK,Brein 1-19,text,true,,4590,2433,9,9,https://new-frida-backend-frida-development.azurewebsites.net/graphql,238,0,0
1621212008206,800,Obtener terminales del cliente,200,OK,Brein 1-16,text,true,,1028,1349,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,800,0,547
1621212008273,734,Obtener terminales del cliente,200,OK,Brein 1-14,text,true,,1028,1349,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,734,0,500
1621212008812,219,obtener lista de productos,200,OK,Brein 1-15,text,true,,4590,2433,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,219,0,0
1621212008377,733,Obtener terminales del cliente,200,OK,Brein 1-13,text,true,,1028,1349,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,733,0,513
1621212008877,246,obtener carrito del cliente,200,OK,Brein 1-18,text,true,,699,1718,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,246,0,0
1621212008444,742,Obtener terminales del cliente,200,OK,Brein 1-20,text,true,,1028,1349,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,742,0,514
1621212009007,233,obtener carrito del cliente,200,OK,Brein 1-14,text,true,,699,1718,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,233,0,0
1621212009007,258,obtener carrito del cliente,200,OK,Brein 1-16,text,true,,699,1718,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,258,0,0
1621212009124,235,obtener lista de productos,200,OK,Brein 1-18,text,true,,4590,2433,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,235,0,0
1621212009110,262,obtener carrito del cliente,200,OK,Brein 1-13,text,true,,699,1718,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,262,0,0
1621212009187,269,obtener carrito del cliente,200,OK,Brein 1-20,text,true,,699,1718,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,269,0,0
1621212009240,241,obtener lista de productos,200,OK,Brein 1-14,text,true,,4590,2433,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,240,0,0
1621212009265,246,obtener lista de productos,200,OK,Brein 1-16,text,true,,4590,2433,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,246,0,0
1621212008750,765,Obtener terminales del cliente,200,OK,Brein 1-17,text,true,,1028,1349,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,765,0,506
1621212009372,221,obtener lista de productos,200,OK,Brein 1-13,text,true,,4590,2433,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,221,0,0
1621212008713,907,Obtener terminales del cliente,200,OK,Brein 1-12,text,true,,1028,1349,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,907,0,621
1621212009457,225,obtener lista de productos,200,OK,Brein 1-20,text,true,,4590,2433,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,225,0,0
1621212008976,722,Obtener terminales del cliente,200,OK,Brein 1-19,text,true,,1028,1349,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,722,0,489
1621212008984,752,Obtener terminales del cliente,200,OK,Brein 1-11,text,true,,1028,1349,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,752,0,519
1621212009515,243,obtener carrito del cliente,200,OK,Brein 1-17,text,true,,699,1718,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,243,0,0
1621212009032,744,Obtener terminales del cliente,200,OK,Brein 1-15,text,true,,1028,1349,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,744,0,512
1621212009620,304,obtener carrito del cliente,200,OK,Brein 1-12,text,true,,699,1718,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,304,0,0
1621212009698,241,obtener carrito del cliente,200,OK,Brein 1-19,text,true,,699,1718,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,241,0,0
1621212009758,231,obtener lista de productos,200,OK,Brein 1-17,text,true,,4590,2433,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,231,0,0
1621212009736,266,obtener carrito del cliente,200,OK,Brein 1-11,text,true,,699,1718,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,266,0,0
1621212009776,250,obtener carrito del cliente,200,OK,Brein 1-15,text,true,,699,1718,10,10,https://new-frida-backend-frida-development.azurewebsites.net/graphql,250,0,0
